keShi,jianJie,mingCheng 
耳鼻喉科,"
	 常由引起，并有恶臭，检查中鼻道附近有豆渣样物，可伴发肉芽组织，有脓性鼻涕。干酪样物为淡黄色无组织结构的半固体，由脓细胞、坏死组织、脱落上皮、硬脂、少量胆固醇和钙盐结晶等无定形碎屑构成;其中尚可有白色链丝菌等真菌、类白喉杆菌等微生物，偶尔还可看到异物、鼻石或死骨等。多一侧发病，病程缓慢。主要症状是进行性鼻阻塞、脓性鼻涕奇臭、少量鼻出血、嗅觉减退和头昏、头痛、食欲不振等。如侵入蝶窦，则可损害视力和发生脑神经麻痹。　",白渣样鼻涕
普外科,"
	是指因急性胃或脏器破裂所致急性弥漫性，腹膜受刺激而引起腹肌痉挛、腹壁常有明显，甚至强直硬如木板，故此得名。比如急性胃肠穿孔，急性坏死性胰腺炎，肠穿孔，急性阑尾炎，或脏器破裂，同时妇科疾病等都有可能发生。严重时可致血压下降和全身中毒性反应，如未能及时治疗可死于中毒性休克。部分病人可并发盆腔脓肿，肠间脓肿、和膈下脓肿，髂窝脓肿、及粘连性肠梗阻等。",板状腹
皮肤科,"
	斑疹点大成片，色红或紫，抚之不碍手的叫做“斑”，多由热郁阳明，迫及营 血而发於肌肤。其形如粟米，色红或紫，高出於皮肤之上，抚之碍手的叫 做“疹”(但亦有不高出皮肤，抚之无碍手之感的)，多因风热郁滞，内闭营分，从血络透发於肌肤。 斑疹是单纯的皮肤颜色改变，可暂时出现或长期存在。根据颜色的不同可分红斑和其他各种色素异常引起的斑疹。",斑疹
神经内科,"
	即氨基酸病(aminoacidopathy)，或称为(aminoaciduria)。可分为两大类：一类是酶缺陷，使氨基酸分解代谢阻滞，另一类是氨基酸吸收转运系统缺陷。在Rosenberg和Scriver列举的48种遗传性氨基酸病中，至少有一半有明显的神经系统异常，其他20种氨基酸病导致氨基酸的肾脏转运缺陷，后者可导致继发性神经系统损害。
	像其他遗传性代谢性疾病一样，氨基酸病不影响胎儿的子宫内生长、发育或分娩，早期可无体征。主要临床特征为出生时外表和活动正常，，适当氨基酸补充、饮食控制、维生素等综合治疗后，不少病例状可以改善。",半年或1岁以后逐步出现智能减退
神经内科,"
	在发育期一侧面部出现发育迟缓，直到成人就表现出了面部的不对称，即一侧面部较对侧丰满。",半侧面部发育不良
皮肤科,"
	俗称“鬼剃头”，是一种骤然发生的局限性斑片状的性毛发病。其病变处头皮正常，无炎症及自觉症状。本病病程经过缓慢，可自行缓解和复发。若整个头皮毛发全部脱落，称。若全身所有毛发均脱落者，称。该病与免疫力失调、压力突然加大有一定关系。本病与气血双虚、肝肾不足、血瘀毛窍有关。发为血之余，气虚则血难生，毛根不得需养，故发落成片；肝藏血，肾藏精，则发无生长之源；阻塞血路、新血不能养发，故发脱落。",斑秃
心内科,"
	指某些疾病发病的同时，产生高血压。高血压是最常见的慢性病，也是心脑血管病最主要的危险因素，脑卒中、心肌梗死、心力衰竭及慢性肾脏病是其主要并发症。",伴高血压
小儿内科,"
	系半乳糖-1-磷酸尿苷酸转移酶(galactose-1-phosphateuridyltransferase，Gal-1-PUT)缺乏所引起的先天性代谢紊乱性疾病。",半乳糖血症
皮肤科,"
	皮肤粘膜出血 ( mucocutaneous hemorrhage )是因机体止血或凝血功障碍所引起，通常以全身性或局限性皮肤粘膜自发性出血或损伤后难以止血为临床特征。皮肤粘膜出血的基本病因有三个因素：即血管壁功能异常，血小板数量或功能异常及凝血功能障碍。血管壁功能异常正常情况下在血管破损时，局部小血管即发生反射性收缩，使血流变慢，以利于初期止血，继之，在血小板释放的血管收缩素等血清素作用下，使毛细血管较持久收缩，发挥止血作用。",伴皮膜粘膜出血
精神科,"
	幻视在临床上也较常见。幻视的内容也非常丰富多样，形象可以清晰、鲜明、具体，但有时也模湖不清。 幻视中出现的形象可以是个别的人物，也可以是成套的景物，形象有时比实物大(视物显大性幻视)，有时比实物小(视物显小性幻视)。有的幻视形象不断变化、活动不定(舞台样幻视)，有时幻视的形象是固定不变的(稳定性幻视)。",伴有生动鲜明的恐怖性幻视
心胸外科,"
	36%左右的原发性和48%的合并系统性狼疮的抗磷脂抗体综合征有主要表现有：，，二尖瓣反流和狭窄等。瓣膜小叶增厚主要是由心脏瓣膜病引起的。心脏瓣膜病是指心脏瓣膜由于增厚、变形、粘连、钙化和破裂等而失去单向阀门作用的一种心脏病。心脏瓣膜病可以引起心脏瓣膜的狭窄或关闭不全，使血液不能通畅的流过或流过后倒流，血液不能通畅流过者称为瓣膜狭窄，血液流过后倒流者称为瓣膜关闭不全。",瓣膜小叶增厚
男科,"
	指或包皮较紧时，强行上翻后未能及时复位，过紧的包皮口就像狭窄的环紧紧勒在龟头后冠状沟处。在嵌顿以下部位，血液循环和淋巴回流明显受阻，造成局部，更难以复位。如果长期嵌顿，阴茎头会因缺血而青紫，糜烂或坏死。",包皮粘连
心理科,"
	孩子出现下列情况，可能是缺乏安全感的表现：
	
	1、爷爷奶奶或者保姆照管孩子时，孩子特别乖，一旦见到妈妈，就粘着妈妈不放，在妈妈面前哭闹、任性，不让妈妈离开。
	
	2、孩子爱和周围的小朋友发生冲突，只要稍有未遂其意的地方，就会拳脚相加，妈妈劝说，他就会用“攻击”妈妈或者苦恼的方式表示“抗议”。
	
	3、孩子平时和小朋友玩的时候很活泼开朗，可是在幼儿园里看见老师的时候，就不敢抬头看老师，小手不停摆动，显得神情。",宝宝缺乏安全感
心胸外科,"
	主要是由心脏瓣膜病引起的。心脏瓣膜病是指心脏瓣膜由于增厚、变形、粘连、和破裂等而失去单向阀门作用的一种心脏病。心脏瓣膜病可以引起心脏瓣膜的狭窄或关闭不全，使血液不能通畅的流过或流过后倒流，血液不能通畅流过者称为瓣膜狭窄，血液流过后倒流者称为瓣膜关闭不全。最常见的是二尖瓣病变，其次是主动脉瓣病变。",瓣膜增厚
心胸外科,"
	是自发性的一个主要表现。(Spontaneous Rupture of Esophagus)是指因各种原因所致食管腔内压力骤增，致使邻近横膈上的食管左侧壁全层纵行撕裂。又称Boerhaave综合征、自发性食管撕裂综合征、食管压力性破裂、食管消化性穿孔、非外伤性等。多数发生于饮酒、呕吐之后。",饱食后胸痛
肝胆外科,"
	暴力作用后腹痛是肝破裂的症状之一，肝破裂是腹部创伤中的常见病，右肝破裂较左肝为多。腹部创伤无论在平时和战时都是较为常见的严重创伤，其发生率在平时约占各种损伤的0.4%～1.8%；在战时约占5%～8%，在对越自为反击战中为4%，腹部创伤伤员的急救与其它脏器伤的急救一样，应先注意检查有无立即威胁生命的情况存在，并应迅速予以处理。",暴力作用后腹痛
心理科,"
	性失眠，以频繁的夜间为特征。是睡眠障碍的一种类型。睡眠障碍(somnipathy)系指睡眠-觉醒过程中表现出来的各种功能障碍。睡眠质量下降是人们常见的主诉，成年人群中长期睡眠障碍者可多至15%。
	广义的睡眠障碍应该包括各种原因导致的失眠、过度、睡眠呼吸障碍以及睡眠行为异常，后者包括睡眠行走、睡眠惊恐、等。",保持睡眠障碍性失眠
精神科,"
	冲动行为(impulsive behavior)指突然产生、通常导致不良后果的行为;暴力行为(violent behavior)指故意造成财物或他人身心伤害的行为，攻击对象可以是自己、他人或物体。对他人的攻击包括：躯体攻击和性攻击，可造成致伤、致残、致死的后果。对物体攻击可引起经济损失。除了显现的具体行为外，冲动和暴力倾向尚可表现为潜在行为，如威胁性言语或姿态。WHO(2002)对暴力行为下了一个更为宽泛的定义：“威胁要使用或已确切故意使用针对自身、他人、特定人群或特定社会的武力或权力，导致或者极有可能导致损伤、死亡、、畸形或生存条件被剥夺”。
	2000年全球与暴力相关的死亡率估计为28.8人/10万。实质上并不是一个精神症状，正常人亦可为之，由心理或所致的暴力冲动行为，体现了价值观紊乱下的攻击驱力，这类行为的高危人群多为初发精神病患者、物质滥用者和患者。而且暴力的受害者也易出现心理行为问题，所以，暴力冲动行为是需要精神科紧急处理的情形之一。需要指出的是，大多数精神障碍患者不会有暴力冲动行为，涉及精神障碍患者的暴力行为的统计数据，往往是极少数患者的反复的暴力行为。",暴力冲动行为
眼科,"
	(tigroid fundus)：由于视网膜色素上皮的色素较少，可以透过视网膜而见到脉络膜大血管结构及血管间隙的色素区，形似豹皮的纹理，故称为豹纹状眼底，属脉络膜型。近视度数高，眼轴拉长，视网膜被拉薄，视网膜下的血管变得可透见，引起眼底看起来如豹纹状而得名。多见于老年人及高度近视眼。对于这类人群检查眼底的话是可以发现的。",豹纹状眼底
其他综合,"
	暴发性疼痛是癌痛的一种常见且特殊的类型，其对患者和看护者的生活质量均会产生负面影响。暴发性疼痛通常与基础疼痛有关，其典型特征为快速发作、强度较大且通常为自限性，平均持续时间为30分钟。",暴发性痛
皮肤科,"
	夏季阳光充足，人们在外出活动时，因强烈的紫外线长时间直射皮肤，会导致皮肤的伤害。其结果是使人体的皮肤细胞丧失大量水分而干燥、失去润泽、发生皱纹。有的人还会引起日照性，如果不妥善处理，便容易形成，影响皮肤健康。",暴晒后的皮肤损害
精神科,"
	是感到不满时一种的情绪反应，往往会做出一些发泄的行为，而严重者更会失去理智。暴怒可能引发耳朵产生，如、视幻觉，医学上也写有内分泌失调等等。也可能有等疾病，对机械、交通工具应特别小心操作。在生活中遇到刺激时，就尽量避开，眼不见，心不烦，怒气自消。当发怒时，有意识的听听音乐，逗逗孩子玩等，这是积极的接受另一种刺激，即转移大脑兴奋点的制怒方法。",暴怒
皮肤科,"
	是(青春痘)的一种表现。",背部长痘
口腔科,"
	暴牙也称作龅牙是一种容貌特征，也叫上下颌前突，鸟嘴畸形，突颌畸形等。是指上下门齿及上下颌骨向前突出，放松状态下上下唇多不能自然闭合，笑时牙龈大量外露。从正面观察开唇露齿，鼻唇沟较深，从侧面观察面部轮廓线于唇部过分向前突出，形成形外观。严重者因牙齿长期暴露而出现变黑、变黄甚至干裂。",暴牙
